?"index", "key"                                                   , "keySource"                                                             , "text"                                                 , "tag", "frameUrl"                                          , "visible", "locatorSuggested"                                                      , "id", "class"    , "href"              , "onclick", "data_modulo_funcao"     , "data_modulo", "data_funcao"         , "data_href"                                                                                                                                                                                                       , "data_tipo_funcao", "data_tipo_link"
"1119" , "k_210_FATTISS50_14_3"                                  , "210.FATTISS50.14.3"                                                    , "Liberação Especial"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""210.FATTISS50.14.3""]')"           ,     , "item-menu", "javascript:void(0)",          , "210.FATTISS50.14.3"     , "210"        , "FATTISS50.14.3"      , "/TSNMVC/FaturamentoTISS/RegraEspecial/LiberacaoEspecial?PT=Liberação Especial&pm=210&pcf=FATTISS50.14.3&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                          , "A"               , "link"
"1120" , "k_4_FAT1_3"                                            , "4.FAT1-3"                                                              , "Liberação Internet"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT1-3""]')"                     ,     , "item-menu", "javascript:void(0)",          , "4.FAT1-3"               , "4"          , "FAT1-3"              , "/ace/mvcToAsp.asp?../../fat/asp/fat0029a.asp$$$p=&PT=Liberação Internet&pm=4&pcf=FAT1-3&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                          , "A"               , "link"
"1121" , "k_7_PAG1_1"                                            , "7.PAG1.1"                                                              , "Liberação Pagamentos em Alçada"                    , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG1.1""]')"                     ,     , "item-menu", "javascript:void(0)",          , "7.PAG1.1"               , "7"          , "PAG1.1"              , "/ace/mvcToAsp.asp?../../pag/asp/pag1021a.asp$$$p=&PT=Liberação de Pagamentos em Alçada&pm=7&pcf=PAG1.1&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,N,N,N&tipoFuncao=A"                                          , "A"               , "link"
"1122" , "k_14_CMP1_2"                                           , "14.CMP1.2"                                                             , "Liberar Campanha de Vendas"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMP1.2""]')"                    ,     , "item-menu", "javascript:void(0)",          , "14.CMP1.2"              , "14"         , "CMP1.2"              , "/ace/mvcToAsp.asp?../../cmp/asp/cmp0013a.asp$$$p=&PT=Liberar Campanha  de Vendas&pm=14&pcf=CMP1.2&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                  , "X"               , "link"
"1123" , "k_3_CMS3_21"                                           , "3.CMS3.21"                                                             , "Liberar Comissão"                                    , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""3.CMS3.21""]')"                    ,     , "item-menu", "javascript:void(0)",          , "3.CMS3.21"              , "3"          , "CMS3.21"             , "/ace/mvcToAsp.asp?../../cms/asp/cms0238a.asp$$$p=&PT=Liberar Comissão&pm=3&pcf=CMS3.21&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                            , "X"               , "link"
"1124" , "k_14_CMC6_5"                                           , "14.CMC6.5"                                                             , "Liberar Cotação Produtor"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC6.5""]')"                    ,     , "item-menu", "javascript:void(0)",          , "14.CMC6.5"              , "14"         , "CMC6.5"              , "/ace/mvcToAsp.asp?../../cmc/asp/cmc0119a.asp$$$p=&PT=Liberar Cotação Produtor&pm=14&pcf=CMC6.5&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                   , "X"               , "link"
"1125" , "k_4_FAT3_9"                                            , "4.FAT3-9"                                                              , "Liberar Faturamento Bloqueado"                        , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT3-9""]')"                     ,     , "item-menu", "javascript:void(0)",          , "4.FAT3-9"               , "4"          , "FAT3-9"              , "/ace/mvcToAsp.asp?../../fat/asp/fat0202a.asp$$$p=&PT=Liberar Faturamento Bloqueado&pm=4&pcf=FAT3-9&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                 , "A"               , "link"
"1126" , "k_13_ATD22_45"                                         , "13.ATD22.45"                                                           , "Liberar Reconhecimento Facial"                        , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.ATD22.45""]')"                  ,     , "item-menu", "javascript:void(0)",          , "13.ATD22.45"            , "13"         , "ATD22.45"            , "/ace/mvcToAsp.asp?../../atd/asp/atd0021a.asp?ind_forma_abertura=FA$$$p=&PT=Liberar Reconhecimento Facial&pm=13&pcf=ATD22.45&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                        , "A"               , "link"
"1127" , "k_95_ITF_INTS6"                                        , "95.ITF_INTS6"                                                          , "Liberty"                                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_INTS6""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_INTS6"           , "95"         , "ITF_INTS6"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=153&amp;id_arq=1794&amp;exibeAssunto=N&amp;id_job=154$$$p=&PT=Liberty&pm=95&pcf=ITF_INTS6&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFu..."     , "X"               , "link"
"1128" , "k_80_CB11_105"                                         , "80.CB11.105"                                                           , "Limita¿ Co-Participa¿ por Segurado"                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB11.105""]')"                  ,     , "item-menu", "javascript:void(0)",          , "80.CB11.105"            , "80"         , "CB11.105"            , "/ace/mvcToAsp.asp?../../ass/asp/ass0126a.asp$$$p=&PT=Limita¿ Co-Participa¿ por Segurado&pm=80&pcf=CB11.105&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                       , "A"               , "link"
"1129" , "k_12_CTM22_15"                                         , "12.CTM22.15"                                                           , "Limite de Análise Auditoria"                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM22.15""]')"                  ,     , "item-menu", "javascript:void(0)",          , "12.CTM22.15"            , "12"         , "CTM22.15"            , "/TSNMVC/ContasMedicas/PrazosLimiteAuditoria?PT=Limite de Análise Auditoria&pm=12&pcf=CTM22.15&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                     , "A"               , "link"
"1130" , "k_95_ITF_HON11"                                        , "95.ITF_HON11"                                                          , "Lista Brasíndice"                                    , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_HON11""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_HON11"           , "95"         , "ITF_HON11"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=143&id_arq=1708&exibeAssunto=N&id_job=154$$$p=&PT=Lista Brasíndice&pm=95&pcf=ITF_HON11&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFunca..."    , "X"               , "link"
"1131" , "k_95_ITF_HON19"                                        , "95.ITF_HON19"                                                          , "Lista Classificação Material / Medicamento"         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_HON19""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_HON19"           , "95"         , "ITF_HON19"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=143&amp;id_arq=2007&amp;exibeAssunto=N&amp;id_job=154$$$p=&PT=Lista_Classificacao_Mat_Med&pm=95&pcf=ITF_HON19&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPR..."     , "X"               , "link"
"1132" , "k_3_CMS5_32"                                           , "3.CMS5.32"                                                             , "Lista de Impedimentos"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""3.CMS5.32""]')"                    ,     , "item-menu", "javascript:void(0)",          , "3.CMS5.32"              , "3"          , "CMS5.32"             , "/ace/mvcToAsp.asp?../../cms/asp/cms1026a.asp$$$p=&PT=Lista de Impedimentos&pm=3&pcf=CMS5.32&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                        , "X"               , "link"
"1133" , "k_95_ITF_HON10"                                        , "95.ITF_HON10"                                                          , "Lista de itens - Simpro"                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_HON10""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_HON10"           , "95"         , "ITF_HON10"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=143&id_arq=1707&exibeAssunto=N&id_job=154$$$p=&PT=Lista de itens - Simpro&pm=95&pcf=ITF_HON10&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&ti..."     , "X"               , "link"
"1134" , "k_79_RBM1013"                                          , "79.RBM1013"                                                            , "Lista Reembolso"                                      , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""79.RBM1013""]')"                   ,     , "item-menu", "javascript:void(0)",          , "79.RBM1013"             , "79"         , "RBM1013"             , "/ace/mvcToAsp.asp?../../rbm/asp/rbm1025a.asp$$$p=&PT=Lista Reembolso&pm=79&pcf=RBM1013&pprf=AUDITOR_MEDICO,ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                              , "C"               , "link"
"1135" , "k_79_RBM0080_18"                                       , "79.RBM0080.18"                                                         , "Lista Restritiva"                                     , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""79.RBM0080.18""]')"                ,     , "item-menu", "javascript:void(0)",          , "79.RBM0080.18"          , "79"         , "RBM0080.18"          , "/TSNMVC/Reembolso/ListaRestritiva?PT=Lista Restritiva&pm=79&pcf=RBM0080.18&pprf=ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                                             , "A"               , "link"
"1136" , "k_95_ITF_HON12"                                        , "95.ITF_HON12"                                                          , "Lista Tabela Própria"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_HON12""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_HON12"           , "95"         , "ITF_HON12"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=143&id_arq=1709&exibeAssunto=N&id_job=154$$$p=&PT=Lista Tabela Própria&pm=95&pcf=ITF_HON12&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoF..."    , "X"               , "link"
"1137" , "k_95_ITF_HON17"                                        , "95.ITF_HON17"                                                          , "Lista TNUMM"                                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_HON17""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_HON17"           , "95"         , "ITF_HON17"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=143&id_arq=1714&exibeAssunto=N&id_job=154$$$p=&PT=Lista TNUMM&pm=95&pcf=ITF_HON17&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"          , "X"               , "link"
"1138" , "k_95_ITF_HON16"                                        , "95.ITF_HON16"                                                          , "Lista TUSS Materiais"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_HON16""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_HON16"           , "95"         , "ITF_HON16"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=143&id_arq=1713&exibeAssunto=N&id_job=154$$$p=&PT=Lista TUSS Materiais&pm=95&pcf=ITF_HON16&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoF..."     , "X"               , "link"
"1139" , "k_95_ITF_HON13"                                        , "95.ITF_HON13"                                                          , "Lista TUSS medicamentos"                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_HON13""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_HON13"           , "95"         , "ITF_HON13"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=143&id_arq=1710&exibeAssunto=N&id_job=154$$$p=&PT=Lista TUSS medicamentos&pm=95&pcf=ITF_HON13&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&ti..."     , "X"               , "link"
